hid,dname,pwgt,ppopwgt,relation,partner,children,age,sex,immigr,educ,educ_c,emp,ptime,status1,gross1,hpopwgt,nhhmem,hitsi,hitsu,hitp,hxit,dhi,factor,grossnet,_merge,depemp,achildcat,livepartner,hourwage,logwage,agesq,youngchild,oldchild,mededuc,hieduc,miss_comp,dhi_tb,edhi_tb,poor,thresh
82,it04,.31672001,1822.8364,[1000]head,[110]living with partner,[200]not living with own children,54,[1]male,[0]not immigrant,[1]low,130,[0]not employed,,,,1822.8364,2,9100,0,0,2735,20209,11109,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),,no children <18,1,,,2916,0,0,0,0,0,20209,14289.921,0,7514.5
82,it04,.31672001,1822.8364,[2000]spouse/partner,[110]living with partner,[200]not living with own children,48,[2]female,[0]not immigrant,[1]low,130,[1]employed,[0]full-time,[110]regular employee,,1822.8364,2,9100,0,0,2735,20209,11109,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),1,no children <18,1,,,2304,0,0,0,0,0,20209,14289.921,0,7514.5
85,it04,.23093113,1329.0908,[3000]child,[200]does not have partner,,41,[1]male,[0]not immigrant,[2]medium,240,[0]not employed,,,,1329.0908,5,28509,0,0,8969,45409,16900,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),,,0,,,1681,,,1,0,0,45409,20307.521,0,7514.5
85,it04,.23093113,1329.0908,[3000]child,[200]does not have partner,,35,[2]female,[0]not immigrant,[2]medium,240,[0]not employed,,,,1329.0908,5,28509,0,0,8969,45409,16900,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),,,0,,,1225,,,1,0,0,45409,20307.521,0,7514.5
85,it04,.23093113,1329.0908,[3000]child,[200]does not have partner,,30,[1]male,[0]not immigrant,[1]low,130,[1]employed,[0]full-time,[110]regular employee,,1329.0908,5,28509,0,0,8969,45409,16900,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),1,,0,,,900,,,0,0,0,45409,20307.521,0,7514.5
86,it04,.19011079,1094.1553,[1000]head,[110]living with partner,[140]living with own children 18+,49,[2]female,[0]not immigrant,[1]low,130,[1]employed,[0]full-time,[110]regular employee,,1094.1553,3,11050,0,0,10548,41491,30441,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),1,no children <18,1,,,2401,0,0,0,0,0,41491,23954.84,0,7514.5
86,it04,.19011079,1094.1553,[3000]child,[200]does not have partner,,28,[1]male,[0]not immigrant,[1]low,130,[1]employed,[0]full-time,[110]regular employee,,1094.1553,3,11050,0,0,10548,41491,30441,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),1,,0,,,784,,,0,0,0,41491,23954.84,0,7514.5
87,it04,.27171212,1563.8,[1000]head,[110]living with partner,[120]living with own children 6-12,43,[2]female,[0]not immigrant,[1]low,130,[0]not employed,,,,1563.8,6,0,1339,0,1323,14000,12661,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),,6-17 years,1,,,1849,0,1,0,0,0,14000,5715.4761,1,7514.5
87,it04,.27171212,1563.8,[2000]spouse/partner,[110]living with partner,[120]living with own children 6-12,47,[1]male,[0]not immigrant,[1]low,120,[1]employed,[0]full-time,[110]regular employee,,1563.8,6,0,1339,0,1323,14000,12661,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),1,6-17 years,1,,,2209,0,1,0,0,0,14000,5715.4761,1,7514.5
88,it04,1.1550841,6647.9204,[1000]head,[110]living with partner,[140]living with own children 18+,53,[2]female,[0]not immigrant,[3]high,320,[1]employed,[1]part-time,[110]regular employee,,6647.9204,3,0,0,0,9563,32320,32320,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),1,no children <18,1,,,2809,0,0,0,1,0,32320,18659.961,0,7514.5
88,it04,1.1550841,6647.9204,[3000]child,[200]does not have partner,,30,[1]male,[0]not immigrant,[2]medium,240,[0]not employed,,,,6647.9204,3,0,0,0,9563,32320,32320,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),,,0,,,900,,,1,0,0,32320,18659.961,0,7514.5
89,it04,.35343659,2034.1534,[1000]head,[110]living with partner,[130]living with own children 13-17,52,[1]male,[0]not immigrant,[1]low,120,[0]not employed,,,,2034.1534,6,0,1568,0,3803,19500,17932,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),,6-17 years,1,,,2704,0,1,0,0,0,19500,7960.8418,0,7514.5
89,it04,.35343659,2034.1534,[2000]spouse/partner,[110]living with partner,[130]living with own children 13-17,47,[2]female,[0]not immigrant,[1]low,120,[0]not employed,,,,2034.1534,6,0,1568,0,3803,19500,17932,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),,6-17 years,1,,,2209,0,1,0,0,0,19500,7960.8418,0,7514.5
95,it04,.26501727,1525.2688,[4131]parent/grandparent/ascendant,[110]living with partner,,47,[1]male,[0]not immigrant,[1]low,130,[1]employed,[0]full-time,[110]regular employee,,1525.2688,5,0,0,0,10467,31128,31128,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),1,,1,,,2209,,,0,0,0,31128,13920.865,0,7514.5
95,it04,.26501727,1525.2688,[4131]parent/grandparent/ascendant,[110]living with partner,,45,[2]female,[0]not immigrant,[2]medium,220,[1]employed,[0]full-time,[110]regular employee,,1525.2688,5,0,0,0,10467,31128,31128,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),1,,1,,,2025,,,1,0,0,31128,13920.865,0,7514.5
99,it04,.64918399,3736.2849,[1000]head,[110]living with partner,[130]living with own children 13-17,43,[2]female,[0]not immigrant,[2]medium,220,[1]employed,[1]part-time,[110]regular employee,,3736.2849,4,0,0,0,6092,30106,30106,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),1,6-17 years,1,,,1849,0,1,1,0,0,30106,15053,0,7514.5
99,it04,.64918399,3736.2849,[2000]spouse/partner,[110]living with partner,[130]living with own children 13-17,48,[1]male,[0]not immigrant,[1]low,130,[1]employed,[0]full-time,[110]regular employee,,3736.2849,4,0,0,0,6092,30106,30106,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),1,6-17 years,1,,,2304,0,1,0,0,0,30106,15053,0,7514.5
101,it04,.16501494,949.71967,[2000]spouse/partner,[110]living with partner,[140]living with own children 18+,54,[2]female,[0]not immigrant,[3]high,320,[1]employed,[0]full-time,[110]regular employee,,949.71967,4,0,0,0,15627,50589,50589,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),1,no children <18,1,,,2916,0,0,0,1,0,50589,25294.5,0,7514.5
103,it04,.77526706,4461.938,[1000]head,[110]living with partner,[130]living with own children 13-17,49,[1]male,[0]not immigrant,[1]low,130,[1]employed,[0]full-time,[110]regular employee,,4461.938,4,0,0,0,8179,30058,30058,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),1,6-17 years,1,,,2401,0,1,0,0,0,30058,15029,0,7514.5
103,it04,.77526706,4461.938,[2000]spouse/partner,[110]living with partner,[130]living with own children 13-17,46,[2]female,[0]not immigrant,[1]low,120,[0]not employed,,,,4461.938,4,0,0,0,8179,30058,30058,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),,6-17 years,1,,,2116,0,1,0,0,0,30058,15029,0,7514.5
104,it04,.68154484,3922.5332,[3000]child,[200]does not have partner,,33,[1]male,[0]not immigrant,[2]medium,230,[1]employed,[0]full-time,[110]regular employee,,3922.5332,3,9100,0,0,1569,18141,9041,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),1,,0,,,1089,,,1,0,0,18141,10473.711,0,7514.5
105,it04,.2771087,1594.8593,[3000]child,[200]does not have partner,,36,[2]female,[0]not immigrant,[2]medium,210,[0]not employed,,,,1594.8593,2,5356,0,0,0,5374,18,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),,,0,,,1296,,,1,0,0,5374,3799.9919,1,7514.5
106,it04,.21687761,1248.2079,[3000]child,[200]does not have partner,,32,[2]female,[0]not immigrant,[2]medium,240,[1]employed,[0]full-time,[110]regular employee,,1248.2079,4,12740,0,0,3321,22140,9400,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),1,,0,,,1024,,,1,0,0,22140,11070,0,7514.5
106,it04,.21687761,1248.2079,[3000]child,[200]does not have partner,,27,[2]female,[0]not immigrant,[2]medium,240,[0]not employed,,,,1248.2079,4,12740,0,0,3321,22140,9400,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),,,0,,,729,,,1,0,0,22140,11070,0,7514.5
107,it04,1.0412995,5993.0493,[2000]spouse/partner,[110]living with partner,[140]living with own children 18+,54,[2]female,[0]not immigrant,[1]low,130,[0]not employed,,,,5993.0493,3,23400,0,0,5195,23709,309,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),,no children <18,1,,,2916,0,0,0,0,0,23709,13688.397,0,7514.5
107,it04,1.0412995,5993.0493,[3000]child,[200]does not have partner,,32,[2]female,[0]not immigrant,[2]medium,230,[0]not employed,,,,5993.0493,3,23400,0,0,5195,23709,309,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),,,0,,,1024,,,1,0,0,23709,13688.397,0,7514.5
108,it04,.4564437,2626.9961,[3000]child,[200]does not have partner,,42,[2]female,[0]not immigrant,[2]medium,260,[1]employed,[0]full-time,[240]contributing family worker,,2626.9961,3,8580,0,0,3313,22671,14091,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),0,,0,,,1764,,,1,0,0,22671,13089.108,0,7514.5
110,it04,.26942015,1550.6089,[1000]head,[110]living with partner,[130]living with own children 13-17,38,[2]female,[0]not immigrant,[2]medium,230,[1]employed,[0]full-time,[110]regular employee,,1550.6089,4,0,0,0,16246,44044,44044,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),1,6-17 years,1,,,1444,0,1,1,0,0,44044,22022,0,7514.5
110,it04,.26942015,1550.6089,[2000]spouse/partner,[110]living with partner,[130]living with own children 13-17,42,[1]male,[0]not immigrant,[2]medium,230,[1]employed,[0]full-time,[110]regular employee,,1550.6089,4,0,0,0,16246,44044,44044,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),1,6-17 years,1,,,1764,0,1,1,0,0,44044,22022,0,7514.5
112,it04,.44591451,2566.3967,[1000]head,[110]living with partner,[140]living with own children 18+,54,[2]female,[0]not immigrant,[1]low,130,[0]not employed,,,,2566.3967,3,14950,0,0,11744,35423,20473,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),,no children <18,1,,,2916,0,0,0,0,0,35423,20451.479,0,7514.5
112,it04,.44591451,2566.3967,[3000]child,[200]does not have partner,,26,[1]male,[0]not immigrant,[2]medium,230,[1]employed,[0]full-time,[110]regular employee,,2566.3967,3,14950,0,0,11744,35423,20473,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),1,,0,,,676,,,1,0,0,35423,20451.479,0,7514.5
113,it04,.46177185,2657.6614,[2000]spouse/partner,[110]living with partner,[140]living with own children 18+,46,[2]female,[0]not immigrant,[2]medium,260,[1]employed,[1]part-time,[110]regular employee,,2657.6614,4,0,0,0,22245,53008,53008,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),1,no children <18,1,,,2116,0,0,1,0,0,53008,26504,0,7514.5
117,it04,.23526514,1354.0347,[1000]head,[110]living with partner,[130]living with own children 13-17,52,[1]male,[0]not immigrant,[1]low,120,[1]employed,[0]full-time,[110]regular employee,,1354.0347,4,0,350,0,8584,24499,24149,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),1,6-17 years,1,,,2704,0,1,0,0,0,24499,12249.5,0,7514.5
117,it04,.23526514,1354.0347,[2000]spouse/partner,[110]living with partner,[130]living with own children 13-17,44,[2]female,[0]not immigrant,[1]low,130,[0]not employed,,,,1354.0347,4,0,350,0,8584,24499,24149,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),,6-17 years,1,,,1936,0,1,0,0,0,24499,12249.5,0,7514.5
118,it04,.21437463,1233.8024,[1000]head,[110]living with partner,[140]living with own children 18+,52,[2]female,[0]not immigrant,[1]low,130,[0]not employed,,,,1233.8024,3,13000,0,0,5954,25517,12517,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),,no children <18,1,,,2704,0,0,0,0,0,25517,14732.247,0,7514.5
118,it04,.21437463,1233.8024,[3000]child,[200]does not have partner,,28,[1]male,[0]not immigrant,[1]low,130,[1]employed,[0]full-time,[110]regular employee,,1233.8024,3,13000,0,0,5954,25517,12517,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),1,,0,,,784,,,0,0,0,25517,14732.247,0,7514.5
119,it04,.18817915,1083.038,[3000]child,[200]does not have partner,,40,[2]female,[0]not immigrant,[2]medium,230,[1]employed,[0]full-time,[110]regular employee,,1083.038,3,30420,0,0,11675,47583,17163,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),1,,0,,,1600,,,1,0,0,47583,27472.059,0,7514.5
120,it04,.22338672,1285.6702,[3000]child,[200]does not have partner,,32,[1]male,[0]not immigrant,[3]high,320,[1]employed,[0]full-time,[110]regular employee,,1285.6702,4,0,0,0,74665,121503,121503,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),1,,0,,,1024,,,0,1,0,121503,60751.5,0,7514.5
120,it04,.22338672,1285.6702,[3000]child,[200]does not have partner,,28,[1]male,[0]not immigrant,[3]high,320,[1]employed,[0]full-time,[200]self-employed,,1285.6702,4,0,0,0,74665,121503,121503,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),0,,0,,,784,,,0,1,0,121503,60751.5,0,7514.5
121,it04,.17322136,996.95056,[3000]child,[200]does not have partner,,39,[2]female,[0]not immigrant,[3]high,320,[1]employed,[0]full-time,[110]regular employee,,996.95056,3,37050,0,0,17246,51400,14350,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),1,,0,,,1521,,,0,1,0,51400,29675.805,0,7514.5
122,it04,.71637231,4122.9775,[3000]child,[200]does not have partner,,29,[1]male,[0]not immigrant,[3]high,320,[1]employed,[0]full-time,[200]self-employed,,4122.9775,3,0,0,0,11041,32481,32481,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),0,,0,,,841,,,0,1,0,32481,18752.914,0,7514.5
122,it04,.71637231,4122.9775,[3000]child,[200]does not have partner,,26,[2]female,[0]not immigrant,[2]medium,240,[0]not employed,,,,4122.9775,3,0,0,0,11041,32481,32481,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),,,0,,,676,,,1,0,0,32481,18752.914,0,7514.5
125,it04,1.3008274,7486.7251,[3000]child,[200]does not have partner,,47,[2]female,[0]not immigrant,[1]low,130,[0]not employed,,,,7486.7251,4,9100,0,0,0,9100,0,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),,,0,,,2209,,,0,0,0,9100,4550,1,7514.5
125,it04,1.3008274,7486.7251,[4100]other relative,[200]does not have partner,,26,[1]male,[0]not immigrant,[2]medium,210,[0]not employed,,,,7486.7251,4,9100,0,0,0,9100,0,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),,,0,,,676,,,1,0,0,9100,4550,1,7514.5
128,it04,.13309854,766.02954,[3000]child,[200]does not have partner,,28,[2]female,[0]not immigrant,[3]high,320,[0]not employed,,,,766.02954,3,18200,0,0,7536,34106,15906,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),,,0,,,784,,,0,1,0,34106,19691.107,0,7514.5
130,it04,.24941093,1435.4487,[2000]spouse/partner,[110]living with partner,[140]living with own children 18+,52,[2]female,[0]not immigrant,[1]low,130,[0]not employed,,,,1435.4487,4,22100,0,0,10591,39973,17873,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),,no children <18,1,,,2704,0,0,0,0,0,39973,19986.5,0,7514.5
130,it04,.24941093,1435.4487,[3000]child,[200]does not have partner,,27,[2]female,[0]not immigrant,[2]medium,230,[0]not employed,,,,1435.4487,4,22100,0,0,10591,39973,17873,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),,,0,,,729,,,1,0,0,39973,19986.5,0,7514.5
131,it04,.2438935,1403.694,[3000]child,[200]does not have partner,,53,[1]male,[0]not immigrant,[3]high,310,[0]not employed,,,,1403.694,2,18707,0,0,4898,19690,983,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),,,0,,,2809,,,0,1,0,19690,13922.933,0,7514.5
